2022-11-25 09:18:03.081,235000092,235000133,48,경기76바8261
2022-11-25 09:18:03.081,235000092,235001042,12,경기76바8145
2022-11-25 09:18:03.081,235000092,235000133,48,경기76바8141
2022-11-25 09:18:03.081,235000092,277102386,2,경기76바8147
2022-11-25 09:18:03.081,235000092,277102302,27,경기76바8139
2022-11-25 09:18:03.081,235000092,277104384,41,경기76바8149
2022-11-25 09:18:03.081,235000092,277103135,22,경기76바8140
2022-11-25 09:18:03.081,235000092,235001240,45,경기76바8148
2022-11-25 09:18:03.081,235000092,277102631,37,경기76바8150
2022-11-25 09:18:03.081,235000092,277102301,29,경기76바8137
2022-11-25 09:18:03.081,235000092,235000600,46,경기76바8262
2022-11-25 09:18:03.081,235000092,277104329,18,경기76바7294
2022-11-25 09:18:03.081,235000092,235000601,7,경기76바8146
2022-11-25 09:18:03.081,235000092,277104148,34,경기76바8142
